dataset,mode,bit_setting,bits,metric,n,mean,std,sem,ci95_low,ci95_high,model_id,query_source
captured,full_kv,2,2.0,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2,2.0,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2,2.0,logit_top5_overlap,4,0.8343750089406967,0.0598391682951808,0.0299195841475904,0.7391575389145726,0.9295924789668208,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2,2.0,memory_bits,4,78256.0,22246.690600326758,11123.345300163375,42856.55084710017,113655.44915289983,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2,2.0,memory_ratio_vs_exact,4,0.130859375,0.0,0.0,0.130859375,0.130859375,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2,2.0,peak_vram_mb,4,17.69775390625,0.2639929805939869,0.1319964902969934,17.277682163393916,18.117825649106084,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2,2.0,prefill_seconds,4,0.0125492000006488,0.0025440822418733,0.0012720411209366,0.0085009974351549,0.0165974025661427,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,decode_seconds,4,0.0041233750016544,0.0009362078515837,0.0004681039257918,0.0026336593925293,0.0056130906107796,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,hidden_cosine_similarity,4,0.958984375,0.00390625,0.001953125,0.9527686595599928,0.9652000904400072,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,hidden_mae,4,0.171875,0.0210206826705246,0.0105103413352623,0.1384264030503237,0.2053235969496762,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,hidden_mse,4,0.04931640625,0.0118452240924884,0.0059226120462442,0.0304680114258012,0.0681648010741987,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,logit_cosine_similarity,4,0.998046875,0.00390625,0.001953125,0.9918311595599928,1.004262590440007,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,logit_mae,4,11.234375,0.7661031670082039,0.3830515835041019,10.015333903344295,12.453416096655705,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,logit_mse,4,202.0,26.49528259898354,13.24764129949177,159.84009289270855,244.15990710729145,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,logit_spearman,4,0.982501745223999,0.00525308465825,0.002626542329125,0.974142915293004,0.990860575154994,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,logit_top5_overlap,4,0.8562500178813934,0.0525396647176548,0.0262698323588274,0.7726476869506207,0.9398523488121662,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,memory_bits,4,87600.0,24903.01186603741,12451.505933018703,47973.75094824646,127226.24905175356,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,memory_ratio_vs_exact,4,0.146484375,0.0,0.0,0.146484375,0.146484375,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,peak_vram_mb,4,17.5472412109375,0.2209274817051904,0.1104637408525952,17.195696286993343,17.898786134881657,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,prefill_seconds,4,0.0267392249988915,0.0112590866854275,0.0056295433427137,0.0088235055874375,0.0446549444103455,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,decode_seconds,4,0.0050059999994118,0.00290722494366,0.00145361247183,0.000379956359122,0.0096320436397016,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,hidden_cosine_similarity,4,0.9873046875,0.001953125,0.0009765625,0.9841968297799965,0.9904125452200035,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,hidden_mae,4,0.0909423828125,0.0105960031399538,0.0052980015699769,0.0740817772907397,0.1078029883342602,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,hidden_mse,4,0.0138702392578125,0.00316339391544,0.00158169695772,0.0088365736186378,0.0189039048969871,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,logit_cosine_similarity,4,0.9970703125,0.0037399496396731,0.0018699748198365,0.9911192180436376,1.0030214069563623,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,logit_mae,4,7.21875,0.3197085261088084,0.1598542630544042,6.710022391158661,7.727477608841339,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,logit_mse,4,85.5,12.36931687685298,6.18465843842649,65.81765660318791,105.18234339681209,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,logit_spearman,4,0.9906679540872574,0.0022712608236297,0.0011356304118148,0.9870538712790092,0.9942820368955054,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,logit_top5_overlap,4,0.887499988079071,0.044487822700648,0.022243911350324,0.816709934587174,0.958290041570968,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,memory_bits,4,124976.0,35528.29692888004,17764.14846444002,68442.55135283161,181509.4486471684,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,memory_ratio_vs_exact,4,0.208984375,0.0,0.0,0.208984375,0.208984375,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,peak_vram_mb,4,17.5472412109375,0.2209274817051904,0.1104637408525952,17.195696286993343,17.898786134881657,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,prefill_seconds,4,0.0591553749945887,0.0626450831575136,0.0313225415787568,-0.0405269317248211,0.1588376817139987,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,decode_seconds,4,0.0027786999999079,0.0003921051960125,0.0001960525980062,0.0021547731337416,0.0034026268660743,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,hidden_cosine_similarity,4,0.9951171875,0.001953125,0.0009765625,0.9920093297799965,0.9982250452200035,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,hidden_mae,4,0.05780029296875,0.0066633695157881,0.003331684757894,0.0471973851206199,0.06840320081688,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,hidden_mse,4,0.0056381225585937,0.0013155341783014,0.0006577670891507,0.0035448141159888,0.0077314310011986,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,logit_cosine_similarity,4,0.998046875,0.00390625,0.001953125,0.9918311595599928,1.004262590440007,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,logit_mae,4,4.8203125,0.2845580912426612,0.1422790456213306,4.367517076943105,5.273107923056895,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,logit_mse,4,37.1875,4.394006334390822,2.197003167195411,30.19565538786236,44.17934461213764,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,logit_spearman,4,0.9939163327217102,0.001508653922577,0.0007543269612885,0.9915157276707816,0.9963169377726389,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,logit_top5_overlap,4,0.934374988079071,0.0236621244049779,0.0118310622024889,0.8967232678851783,0.9720267082729638,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,memory_bits,4,153008.0,43497.260726012006,21748.630363006003,83794.15165627048,222221.8483437295,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,memory_ratio_vs_exact,4,0.255859375,0.0,0.0,0.255859375,0.255859375,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,peak_vram_mb,4,17.69775390625,0.2639929805939869,0.1319964902969934,17.277682163393916,18.117825649106084,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,prefill_seconds,4,0.0128880999982357,0.0027975705934262,0.0013987852967131,0.0084365408988258,0.0173396590976455,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,decode_seconds,4,0.0034365999927103,0.0008301679210967,0.0004150839605483,0.0021156175760807,0.00475758240934,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,hidden_cosine_similarity,4,0.9970703125,0.0037399496396731,0.0018699748198365,0.9911192180436376,1.0030214069563623,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,hidden_mae,4,0.0093002319335937,0.0033297624000193,0.0016648812000096,0.0040018369098866,0.0145986269573008,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,hidden_mse,4,0.0005124807357788,0.0004019752091757,0.0002009876045878,-0.0001271515238496,0.0011521129954072,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,logit_cosine_similarity,4,0.9970703125,0.001953125,0.0009765625,0.9939624547799965,1.0001781702200037,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,logit_mae,4,14.546875,0.8026242764623225,0.4013121382311612,13.269720668420735,15.824029331579265,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,logit_mse,4,336.0,29.43920288775949,14.719601443879744,289.15565876967617,382.84434123032383,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,logit_spearman,4,0.9783432632684708,0.0070011998150778,0.0035005999075389,0.967202792026447,0.9894837345104944,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,logit_top5_overlap,4,0.8343750089406967,0.0598391682951808,0.0299195841475904,0.7391575389145726,0.9295924789668208,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,memory_bits,4,338720.0,96291.64588201132,48145.82294100566,185498.50366655295,491941.4963334471,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,memory_ratio_vs_exact,4,0.56640625,0.0,0.0,0.56640625,0.56640625,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,peak_vram_mb,4,15.6103515625,4.141278197390851,2.070639098695425,9.020653813280756,22.200049311719244,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,prefill_seconds,4,0.2051839750020008,0.393818014298848,0.196909007149424,-0.4214683672777669,0.8318363172817685,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,decode_seconds,4,0.0042296250030631,0.0012042998987664,0.0006021499493832,0.0023133151214217,0.0061459348847044,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,hidden_cosine_similarity,4,1.0,0.0063788795384978,0.0031894397692489,0.9898497791904288,1.0101502208095712,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,hidden_mae,4,0.0080337524414062,0.0026799200817117,0.0013399600408558,0.0037694015601566,0.0122981033226558,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,hidden_mse,4,0.0003337860107421,0.0001769213657425,8.846068287128624e-05,5.226463737558883e-05,0.0006153073841087,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,logit_cosine_similarity,4,0.998046875,0.00390625,0.001953125,0.9918311595599928,1.004262590440007,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,logit_mae,4,11.234375,0.7661031670082039,0.3830515835041019,10.015333903344295,12.453416096655705,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,logit_mse,4,202.0,26.49528259898354,13.24764129949177,159.84009289270855,244.15990710729145,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,logit_spearman,4,0.982501745223999,0.00525308465825,0.002626542329125,0.974142915293004,0.990860575154994,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,logit_top5_overlap,4,0.8562500178813934,0.0525396647176548,0.0262698323588274,0.7726476869506207,0.9398523488121662,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,memory_bits,4,343392.0,97619.80651486664,48809.903257433325,188057.1037171261,498726.89628287393,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,memory_ratio_vs_exact,4,0.57421875,0.0,0.0,0.57421875,0.57421875,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,peak_vram_mb,4,17.4901123046875,0.2054611746161498,0.1027305873080749,17.163177726669293,17.817046882705707,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,prefill_seconds,4,0.0134243000029528,0.0061349434613487,0.0030674717306743,0.0036622359271059,0.0231863640787996,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,decode_seconds,4,0.0043093499989481,0.0016842224859015,0.0008421112429507,0.0016293761851816,0.0069893238127146,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,hidden_cosine_similarity,4,0.9990234375,0.001953125,0.0009765625,0.9959155797799965,1.0021312952200037,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,hidden_mae,4,0.0046424865722656,0.0011818340106486,0.0005909170053243,0.0027619249319418,0.0065230482125893,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,hidden_mse,4,9.256601333618164e-05,4.713633392682158e-05,2.356816696341079e-05,1.7561587461165424e-05,0.0001675704392111,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,logit_cosine_similarity,4,0.9970703125,0.0037399496396731,0.0018699748198365,0.9911192180436376,1.0030214069563623,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,logit_mae,4,7.21875,0.3197085261088084,0.1598542630544042,6.710022391158661,7.727477608841339,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,logit_mse,4,85.5,12.36931687685298,6.18465843842649,65.81765660318791,105.18234339681209,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,logit_spearman,4,0.9906679540872574,0.0022712608236297,0.0011356304118148,0.9870538712790092,0.9942820368955054,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,logit_top5_overlap,4,0.887499988079071,0.044487822700648,0.022243911350324,0.816709934587174,0.958290041570968,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,memory_bits,4,362080.0,102932.44904628796,51466.22452314397,198291.5039194187,525868.4960805813,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,memory_ratio_vs_exact,4,0.60546875,0.0,0.0,0.60546875,0.60546875,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,peak_vram_mb,4,17.4901123046875,0.2054611746161498,0.1027305873080749,17.163177726669293,17.817046882705707,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,prefill_seconds,4,0.0114973499985353,0.0023254074651131,0.0011627037325565,0.0077971078007211,0.0151975921963495,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,decode_seconds,4,0.0034752000028674,0.0018816819611262,0.0009408409805631,0.0004810241004148,0.0064693759053201,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,hidden_cosine_similarity,4,0.9990234375,0.001953125,0.0009765625,0.9959155797799965,1.0021312952200037,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,hidden_mae,4,0.0028896331787109,0.0014026108068415,0.0007013054034207,0.000657766388719,0.0051214999687028,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,hidden_mse,4,5.2675604820251465e-05,6.431213886376099e-05,3.2156069431880494e-05,-4.965935953568298e-05,0.0001550105691761,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,logit_cosine_similarity,4,0.998046875,0.00390625,0.001953125,0.9918311595599928,1.004262590440007,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,logit_mae,4,4.8203125,0.2845580912426612,0.1422790456213306,4.367517076943105,5.273107923056895,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,logit_mse,4,37.1875,4.394006334390822,2.197003167195411,30.19565538786236,44.17934461213764,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,logit_spearman,4,0.9939163327217102,0.001508653922577,0.0007543269612885,0.9915157276707816,0.9963169377726389,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,logit_top5_overlap,4,0.934374988079071,0.0236621244049779,0.0118310622024889,0.8967232678851783,0.9720267082729638,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,memory_bits,4,376096.0,106916.93094485394,53458.46547242697,205967.3040711381,546224.6959288619,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,memory_ratio_vs_exact,4,0.62890625,0.0,0.0,0.62890625,0.62890625,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,peak_vram_mb,4,17.6416015625,0.2485266823313903,0.1242633411656951,17.246140151525026,18.03706297347497,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,prefill_seconds,4,0.0104565500041644,0.0076516341678625,0.0038258170839312,-0.0017189074392838,0.0226320074476127,H:\Qwen3.5-9B-official-hf,captured
