dataset,trial,layer,mode,bit_setting,bits,logit_cosine_similarity,logit_mae,logit_mse,logit_spearman,logit_top1_match,logit_top5_match,logit_top5_overlap,hidden_cosine_similarity,hidden_mae,hidden_mse,memory_bits,memory_ratio_vs_exact,prefill_seconds,decode_seconds,peak_vram_mb,model_id,query_source,eval_device
synthetic,0,0,protected_v,2.5,2.5,0.9758527278900146,4.596400737762451,33.44730758666992,0.9675019383430481,1.0,1.0,0.7750000357627869,0.9530856609344482,0.22924166917800903,0.09499441832304001,73088.0,0.139404296875,0.016165699998964556,0.005328100000042468,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,protected_v_lowrank,2.5,2.5,0.9758527278900146,4.596400737762451,33.44730758666992,0.9675019383430481,1.0,1.0,0.7750000357627869,0.9619340896606445,0.21273404359817505,0.07727725803852081,81280.0,0.155029296875,0.029134000011254102,0.00330769999709446,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,full_kv,2.5,2.5,0.9651561379432678,5.565550327301025,47.360286712646484,0.9590653777122498,1.0,1.0,0.574999988079071,0.9581335186958313,0.23614685237407684,0.08722882717847824,43008.0,0.08203125,0.052581500000087544,0.004140100005315617,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_random,3,3.0,0.9824132323265076,4.069419860839844,24.552629470825195,0.9748703837394714,1.0,1.0,0.7250000834465027,1.0,0.00017081522673834115,7.204940999372411e-08,290816.0,0.5546875,0.004455300004337914,0.007121100003132597,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_block_so8_static,3,3.0,0.9818575382232666,3.8316502571105957,24.707866668701172,0.9714261889457703,1.0,1.0,0.8999999761581421,0.9999994039535522,0.0004252008511684835,1.7462227788200835e-06,290816.0,0.5546875,0.007529199996497482,0.0025261000118916854,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_block_so8_learned,3,3.0,0.9835761785507202,3.8305981159210205,23.55242919921875,0.97225421667099,1.0,1.0,0.824999988079071,0.9999997615814209,0.0002367557171965018,2.582548574991961e-07,290816.0,0.5546875,0.004506200013565831,0.0017156999965664,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,protected_v,3,3.0,0.9835761785507202,3.8305981159210205,23.55242919921875,0.97225421667099,1.0,1.0,0.824999988079071,0.9869505167007446,0.12202542275190353,0.02683402970433235,86592.0,0.1651611328125,0.008046699993428774,0.0017100999975809827,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,protected_v_lowrank,3,3.0,0.9835761785507202,3.8305981159210205,23.55242919921875,0.97225421667099,1.0,1.0,0.824999988079071,0.9883177876472473,0.11831440776586533,0.024024831131100655,94784.0,0.1807861328125,0.02133819999289699,0.0031669000018155202,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,full_kv,3,3.0,0.9824132323265076,4.069419860839844,24.552629470825195,0.9748703837394714,1.0,1.0,0.7250000834465027,0.982090175151825,0.15175098180770874,0.03673272579908371,55296.0,0.10546875,0.01601370000571478,0.002005899994401261,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_random,3.5,3.5,0.9865583777427673,3.4415016174316406,18.42130470275879,0.9802347421646118,1.0,1.0,0.800000011920929,0.9999995231628418,0.00035499988007359207,9.638204119255533e-07,292864.0,0.55859375,0.008698699995875359,0.0018223000079160556,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_block_so8_static,3.5,3.5,0.9877797365188599,3.1976497173309326,16.924571990966797,0.9810147881507874,1.0,1.0,0.9000000357627869,1.0,0.00015806217561475933,1.0276536244191448e-07,292864.0,0.55859375,0.007051599997794256,0.004721999997855164,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_block_so8_learned,3.5,3.5,0.9862741827964783,3.526012897491455,18.639760971069336,0.9809067845344543,1.0,1.0,0.9000000357627869,0.9999996423721313,0.00037277324008755386,5.770016286987811e-07,292864.0,0.55859375,0.007367700003669597,0.0023840000067139044,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,protected_v,3.5,3.5,0.9862741827964783,3.526012897491455,18.639760971069336,0.9809067845344543,1.0,1.0,0.9000000357627869,0.9869504570960999,0.12206175178289413,0.02683163806796074,88640.0,0.1690673828125,0.020898699993267655,0.002691500005312264,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,protected_v_lowrank,3.5,3.5,0.9862741827964783,3.526012897491455,18.639760971069336,0.9809067845344543,1.0,1.0,0.9000000357627869,0.9883176684379578,0.11830117553472519,0.024023525416851044,96832.0,0.1846923828125,0.01337529999727849,0.0019177000067429617,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,full_kv,3.5,3.5,0.9865583777427673,3.4415016174316406,18.42130470275879,0.9802347421646118,1.0,1.0,0.800000011920929,0.9882805347442627,0.12463240325450897,0.024285979568958282,59392.0,0.11328125,0.17734889998973813,0.0031783000013092533,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_random,4,4.0,0.9945105314254761,2.2023675441741943,7.37310266494751,0.9899673461914062,1.0,1.0,0.925000011920929,0.9999996423721313,0.0003104401985183358,8.080054385573021e-07,299008.0,0.5703125,0.005790800001705065,0.0035337000008439645,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_block_so8_static,4,4.0,0.9939162135124207,2.347489356994629,8.392902374267578,0.988791286945343,1.0,1.0,0.9500000476837158,0.9999998807907104,9.398497059009969e-05,4.441543666189318e-08,299008.0,0.5703125,0.006481899996288121,0.002557699990575202,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,key_only_block_so8_learned,4,4.0,0.9946768879890442,2.1534836292266846,7.311465740203857,0.9885992407798767,1.0,1.0,0.8999999761581421,0.9999998807907104,7.381680188700557e-05,1.7780005023837475e-08,299008.0,0.5703125,0.005167099996469915,0.02314170000317972,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,protected_v,4,4.0,0.9946768879890442,2.1534836292266846,7.311465740203857,0.9885992407798767,1.0,1.0,0.8999999761581421,0.9964808821678162,0.06291384994983673,0.007286840584129095,102144.0,0.19482421875,0.009252999996533617,0.0020786000095540658,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,protected_v_lowrank,4,4.0,0.9946768879890442,2.1534836292266846,7.311465740203857,0.9885992407798767,1.0,1.0,0.8999999761581421,0.9970365762710571,0.05983628332614899,0.0061589190736413,110336.0,0.21044921875,0.03164860000833869,0.0032579999970039353,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,0,full_kv,4,4.0,0.9945105314254761,2.2023675441741943,7.37310266494751,0.9899673461914062,1.0,1.0,0.925000011920929,0.9949986934661865,0.07987351715564728,0.010320833884179592,71680.0,0.13671875,0.007840000005671754,0.001708600000711158,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,exact,exact,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,524288.0,1.0,0.0017719000024953857,0.0008652999968035147,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_random,2,2.0,0.9482274055480957,6.749029159545898,74.11194610595703,0.9456605315208435,1.0,1.0,0.6250000596046448,0.999998927116394,0.0009359660907648504,3.0389826406462817e-06,282624.0,0.5390625,0.008072600001469254,0.004348999995272607,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_static,2,2.0,0.9560188055038452,6.473901271820068,65.11013793945312,0.9456005096435547,1.0,1.0,0.7000000476837158,0.9999990463256836,0.0007423204369843006,2.1565799670497654e-06,282624.0,0.5390625,0.0074711999914143234,0.0018085000046994537,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_learned,2,2.0,0.9522461295127869,6.569357395172119,67.41035461425781,0.9442324042320251,1.0,1.0,0.5250000357627869,0.9999996423721313,0.00043528713285923004,4.64691680690521e-07,282624.0,0.5390625,0.009138800000073388,0.0032774999999674037,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v,2,2.0,0.9522461295127869,6.569357395172119,67.41035461425781,0.9442324042320251,1.0,1.0,0.5250000357627869,0.9539186954498291,0.22858959436416626,0.09217803925275803,71040.0,0.135498046875,0.017395200004102662,0.002997899995534681,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v_lowrank,2,2.0,0.9522461295127869,6.569357395172119,67.41035461425781,0.9442324042320251,1.0,1.0,0.5250000357627869,0.9598058462142944,0.22077301144599915,0.08060187101364136,79232.0,0.151123046875,0.014092099998379126,0.0024311000015586615,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,full_kv,2,2.0,0.9482274055480957,6.749029159545898,74.11194610595703,0.9456605315208435,1.0,1.0,0.6250000596046448,0.9448938965797424,0.26011016964912415,0.10930770635604858,38912.0,0.07421875,0.00855329999467358,0.0014711999974679202,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_random,2.5,2.5,0.970116913318634,5.0421624183654785,39.14744186401367,0.9542650580406189,1.0,1.0,0.8250000476837158,0.9999984502792358,0.0008109965128824115,3.6978092339268187e-06,284672.0,0.54296875,0.007876699994085357,0.0032617000106256455,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_static,2.5,2.5,0.9708172678947449,4.988566875457764,39.34714889526367,0.9609255194664001,1.0,1.0,0.7500000596046448,0.9999995231628418,0.0006484059849753976,1.3484400369634386e-06,284672.0,0.54296875,0.006654800003161654,0.0018093999970005825,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_learned,2.5,2.5,0.9732962250709534,4.741208553314209,37.068641662597656,0.9668058753013611,1.0,1.0,0.7750000357627869,0.9999992847442627,0.0006221240619197488,1.582443246661569e-06,284672.0,0.54296875,0.008283200004370883,0.0033350000012433156,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v,2.5,2.5,0.9732962250709534,4.741208553314209,37.068641662597656,0.9668058753013611,1.0,1.0,0.7750000357627869,0.9539138078689575,0.22862061858177185,0.09218770265579224,73088.0,0.139404296875,0.048967900002026,0.011048699991079047,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v_lowrank,2.5,2.5,0.9732962250709534,4.741208553314209,37.068641662597656,0.9668058753013611,1.0,1.0,0.7750000357627869,0.9598008394241333,0.22081851959228516,0.0806117057800293,81280.0,0.155029296875,0.012404499997501262,0.0031236999930115417,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,full_kv,2.5,2.5,0.970116913318634,5.0421624183654785,39.14744186401367,0.9542650580406189,1.0,1.0,0.8250000476837158,0.9595242142677307,0.22959376871585846,0.08251280337572098,43008.0,0.08203125,0.010898099993937649,0.001658499997574836,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_random,3,3.0,0.981091320514679,3.9170334339141846,25.210819244384766,0.9675379395484924,1.0,1.0,0.8500000238418579,0.9999997615814209,0.0002229752717539668,1.9541961648883444e-07,290816.0,0.5546875,0.00445820001186803,0.0017426999984309077,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_static,3,3.0,0.982647180557251,4.014555931091309,23.726545333862305,0.9750503897666931,1.0,1.0,0.800000011920929,0.9999996423721313,0.0004595210775732994,6.877580744912848e-07,290816.0,0.5546875,0.0038478999922517687,0.0017346999957226217,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_learned,3,3.0,0.9857521653175354,3.6067585945129395,20.159400939941406,0.9768624901771545,1.0,1.0,0.7749999761581421,0.9999997615814209,0.000308262649923563,2.8119916350988206e-07,290816.0,0.5546875,0.01128380000591278,0.001377299995510839,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v,3,3.0,0.9857521653175354,3.6067585945129395,20.159400939941406,0.9768624901771545,1.0,1.0,0.7749999761581421,0.9868249297142029,0.12274829298257828,0.02688707783818245,86592.0,0.1651611328125,0.009933599998475984,0.001756900004693307,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v_lowrank,3,3.0,0.9857521653175354,3.6067585945129395,20.159400939941406,0.9768624901771545,1.0,1.0,0.7749999761581421,0.9892743229866028,0.11176392436027527,0.02186497300863266,94784.0,0.1807861328125,0.06899210000119638,0.003638700000010431,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,full_kv,3,3.0,0.981091320514679,3.9170334339141846,25.210819244384766,0.9675379395484924,1.0,1.0,0.8500000238418579,0.9843912124633789,0.1405462622642517,0.031616657972335815,55296.0,0.10546875,0.031200299999909475,0.003639000002294779,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_random,3.5,3.5,0.9862246513366699,3.336796998977661,18.108325958251953,0.9761784672737122,1.0,1.0,0.875,0.9999995231628418,0.0004253077204339206,9.70998712546134e-07,292864.0,0.55859375,0.008009200013475493,0.002827199990861118,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_static,3.5,3.5,0.9863886833190918,3.5132226943969727,18.671428680419922,0.9800786972045898,1.0,1.0,0.824999988079071,0.9999992847442627,0.0005080619594082236,1.5715359040768817e-06,292864.0,0.55859375,0.02075640000111889,0.007449599987012334,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_learned,3.5,3.5,0.9888523817062378,3.095806121826172,15.384081840515137,0.9795867204666138,1.0,1.0,0.9000000357627869,0.9999998807907104,0.0002585570327937603,2.0024458535772283e-07,292864.0,0.55859375,0.011268200003542006,0.0043772000062745064,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v,3.5,3.5,0.9888523817062378,3.095806121826172,15.384081840515137,0.9795867204666138,1.0,1.0,0.9000000357627869,0.9868248105049133,0.12275438010692596,0.02689172513782978,88640.0,0.1690673828125,0.008522400006768294,0.003064999997150153,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v_lowrank,3.5,3.5,0.9888523817062378,3.095806121826172,15.384081840515137,0.9795867204666138,1.0,1.0,0.9000000357627869,0.9892750382423401,0.11176905781030655,0.02186667174100876,96832.0,0.1846923828125,0.011506300012115389,0.0019699999975273386,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,full_kv,3.5,3.5,0.9862246513366699,3.336796998977661,18.108325958251953,0.9761784672737122,1.0,1.0,0.875,0.9892092347145081,0.12018371373414993,0.022224703803658485,59392.0,0.11328125,0.009504899993771687,0.0018899999995483086,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_random,4,4.0,0.9951449036598206,1.9805586338043213,6.344928741455078,0.9886232614517212,1.0,1.0,0.925000011920929,1.0,0.0001919127389555797,1.1848338488107402e-07,299008.0,0.5703125,0.004211699997540563,0.0020061999966856092,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_static,4,4.0,0.9955440759658813,1.9305304288864136,5.873251914978027,0.9911434054374695,1.0,1.0,0.8999999761581421,1.0,8.7181237176992e-05,1.869445398483549e-08,299008.0,0.5703125,0.0043227999994996935,0.001676600004429929,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,key_only_block_so8_learned,4,4.0,0.9945816397666931,2.064279556274414,7.334476470947266,0.9892833232879639,1.0,1.0,0.8750000596046448,0.9999998807907104,0.00012804468860849738,4.857560398363603e-08,299008.0,0.5703125,0.002893299999414012,0.0010432999988552183,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v,4,4.0,0.9945816397666931,2.064279556274414,7.334476470947266,0.9892833232879639,1.0,1.0,0.8750000596046448,0.9961479902267456,0.06584493070840836,0.00786716490983963,102144.0,0.19482421875,0.006260299996938556,0.0013220999971963465,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,protected_v_lowrank,4,4.0,0.9945816397666931,2.064279556274414,7.334476470947266,0.9892833232879639,1.0,1.0,0.8750000596046448,0.9967759847640991,0.061714377254247665,0.0065839034505188465,110336.0,0.21044921875,0.009239100007107481,0.0013617999939015135,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,0,1,full_kv,4,4.0,0.9951449036598206,1.9805586338043213,6.344928741455078,0.9886232614517212,1.0,1.0,0.925000011920929,0.995741069316864,0.0743769109249115,0.008737697266042233,71680.0,0.13671875,0.004547499993350357,0.0010382000036770478,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,exact,exact,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,524288.0,1.0,0.00015320000238716602,0.00015610000991728157,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_random,2,2.0,0.9478829503059387,6.985809326171875,80.01129913330078,0.9493447542190552,1.0,1.0,0.6749999523162842,0.9999995231628418,0.0005040543619543314,1.1920648148588953e-06,282624.0,0.5390625,0.002696399998967536,0.0011049000022467226,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_static,2,2.0,0.9550804495811462,6.649442672729492,70.01438903808594,0.9488767385482788,1.0,1.0,0.675000011920929,0.9999997615814209,0.0004802988260053098,1.0019587080023484e-06,282624.0,0.5390625,0.0030688999977428466,0.001174500008346513,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_learned,2,2.0,0.9457395076751709,7.294074058532715,82.60651397705078,0.9403921961784363,1.0,1.0,0.6000000238418579,0.9999995231628418,0.0006409328198060393,1.075501018021896e-06,282624.0,0.5390625,0.0035441999934846535,0.0012651999859372154,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v,2,2.0,0.9457395076751709,7.294074058532715,82.60651397705078,0.9403921961784363,1.0,1.0,0.6000000238418579,0.9584868550300598,0.2160816639661789,0.08330038189888,71040.0,0.135498046875,0.009200300002703443,0.001581899996381253,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v_lowrank,2,2.0,0.9457395076751709,7.294074058532715,82.60651397705078,0.9403921961784363,1.0,1.0,0.6000000238418579,0.9639813303947449,0.2054416537284851,0.07245557755231857,79232.0,0.151123046875,0.008305700001074001,0.0011837000056402758,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,full_kv,2,2.0,0.9478829503059387,6.985809326171875,80.01129913330078,0.9493447542190552,1.0,1.0,0.6749999523162842,0.9446771740913391,0.26866966485977173,0.10931449383497238,38912.0,0.07421875,0.00445670000044629,0.0010207000013906509,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_random,2.5,2.5,0.9706301093101501,5.073042392730713,41.33930587768555,0.964117705821991,1.0,1.0,0.75,1.0000001192092896,0.00026174893719144166,3.143453852771927e-07,284672.0,0.54296875,0.005421400011982769,0.001795099989976734,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_static,2.5,2.5,0.9743312001228333,4.6879072189331055,35.562103271484375,0.9666138887405396,1.0,1.0,0.6499999761581421,1.0,0.00023701756435912102,1.3725825454002916e-07,284672.0,0.54296875,0.00638500000059139,0.0016177999932551757,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_learned,2.5,2.5,0.9724653959274292,5.12266206741333,40.186405181884766,0.965029776096344,1.0,1.0,0.7500000596046448,1.0000001192092896,0.00020275097631383687,9.79956951141503e-08,284672.0,0.54296875,0.0041385000076843426,0.0013233000063337386,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v,2.5,2.5,0.9724653959274292,5.12266206741333,40.186405181884766,0.965029776096344,1.0,1.0,0.7500000596046448,0.9584864377975464,0.21604155004024506,0.08330901712179184,73088.0,0.139404296875,0.008704299994860776,0.001413299993146211,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v_lowrank,2.5,2.5,0.9724653959274292,5.12266206741333,40.186405181884766,0.965029776096344,1.0,1.0,0.7500000596046448,0.9639833569526672,0.20546385645866394,0.07245807349681854,81280.0,0.155029296875,0.009192500001518056,0.0014748999965377152,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,full_kv,2.5,2.5,0.9706301093101501,5.073042392730713,41.33930587768555,0.964117705821991,1.0,1.0,0.75,0.9617031216621399,0.2248009443283081,0.07793528586626053,43008.0,0.08203125,0.008623200003057718,0.00208089999796357,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_random,3,3.0,0.9833170175552368,3.838873863220215,23.130735397338867,0.9788906574249268,1.0,1.0,0.800000011920929,1.0,0.0002860506938304752,2.5457666197326034e-07,290816.0,0.5546875,0.003585200000088662,0.0010990000009769574,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_static,3,3.0,0.9825401902198792,3.8240480422973633,23.808176040649414,0.9770785570144653,1.0,1.0,0.8000000715255737,0.9999998807907104,0.00032916589407250285,2.991973246935231e-07,290816.0,0.5546875,0.0036440000112634152,0.0014526000013574958,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_learned,3,3.0,0.9798276424407959,4.131155014038086,28.10488510131836,0.9688100218772888,1.0,1.0,0.800000011920929,1.0,0.0001558717485750094,6.65403305788459e-08,290816.0,0.5546875,0.004107500004465692,0.0014386999973794445,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v,3,3.0,0.9798276424407959,4.131155014038086,28.10488510131836,0.9688100218772888,1.0,1.0,0.800000011920929,0.9874639511108398,0.11733172833919525,0.025335675105452538,86592.0,0.1651611328125,0.005285199993522838,0.0009758999949553981,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v_lowrank,3,3.0,0.9798276424407959,4.131155014038086,28.10488510131836,0.9688100218772888,1.0,1.0,0.800000011920929,0.9893729090690613,0.11062987148761749,0.021492572501301765,94784.0,0.1807861328125,0.008481099997879937,0.0014687000075355172,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,full_kv,3,3.0,0.9833170175552368,3.838873863220215,23.130735397338867,0.9788906574249268,1.0,1.0,0.800000011920929,0.9848742485046387,0.13954496383666992,0.030536141246557236,55296.0,0.10546875,0.003945200005546212,0.0009652000007918105,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_random,3.5,3.5,0.9853825569152832,3.4373791217803955,19.7629337310791,0.9807987809181213,1.0,1.0,0.7500000596046448,1.000000238418579,0.00022720586275681853,1.4175518003867182e-07,292864.0,0.55859375,0.005889699998078868,0.0013103000092087314,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_static,3.5,3.5,0.9863377809524536,3.4401962757110596,18.879924774169922,0.9824188947677612,1.0,1.0,0.7750000357627869,1.0000001192092896,0.00025937179452739656,2.602150743769016e-07,292864.0,0.55859375,0.005028300001868047,0.0016364000039175153,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_learned,3.5,3.5,0.987135112285614,3.3910319805145264,17.594087600708008,0.9787346124649048,1.0,1.0,0.824999988079071,1.0,0.0002626440254971385,3.446848495514132e-07,292864.0,0.55859375,0.005992799997329712,0.001989500000490807,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v,3.5,3.5,0.987135112285614,3.3910319805145264,17.594087600708008,0.9787346124649048,1.0,1.0,0.824999988079071,0.9874648451805115,0.11735454201698303,0.02533239871263504,88640.0,0.1690673828125,0.008631999997305684,0.0013853999989805743,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
