dataset,trial,layer,mode,bit_setting,bits,model_id,query_source,eval_device,metric,value
synthetic,1,0,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.987135112285614
synthetic,1,0,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9853825569152832
synthetic,1,0,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9936764240264893
synthetic,1,0,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9947701692581177
synthetic,1,0,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9941673278808594
synthetic,1,0,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9941673278808594
synthetic,1,0,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9941673278808594
synthetic,1,0,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9936764240264893
synthetic,1,1,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,1.0
synthetic,1,1,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9434705376625061
synthetic,1,1,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9475666880607605
synthetic,1,1,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9480761885643005
synthetic,1,1,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9480761885643005
synthetic,1,1,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9480761885643005
synthetic,1,1,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9434705376625061
synthetic,1,1,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9760553240776062
synthetic,1,1,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9699417352676392
synthetic,1,1,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.973552405834198
synthetic,1,1,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.973552405834198
synthetic,1,1,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.973552405834198
synthetic,1,1,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9760553240776062
synthetic,1,1,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9789960384368896
synthetic,1,1,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9840673208236694
synthetic,1,1,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9831356406211853
synthetic,1,1,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9831356406211853
synthetic,1,1,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9831356406211853
synthetic,1,1,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9789960384368896
synthetic,1,1,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9880448579788208
synthetic,1,1,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9879885911941528
synthetic,1,1,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.987397313117981
synthetic,1,1,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.987397313117981
synthetic,1,1,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.987397313117981
synthetic,1,1,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9880448579788208
synthetic,1,1,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9959937334060669
synthetic,1,1,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9952813386917114
synthetic,1,1,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9945704340934753
synthetic,1,1,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9945704340934753
synthetic,1,1,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9945704340934753
synthetic,1,1,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_cosine_similarity,0.9959937334060669
synthetic,0,0,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,0.0
synthetic,0,0,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.696684837341309
synthetic,0,0,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,7.140697956085205
synthetic,0,0,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,7.075198173522949
synthetic,0,0,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,7.075198173522949
synthetic,0,0,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,7.075198173522949
synthetic,0,0,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.696684837341309
synthetic,0,0,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.565550327301025
synthetic,0,0,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.052091598510742
synthetic,0,0,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.596400737762451
synthetic,0,0,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.596400737762451
synthetic,0,0,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.596400737762451
synthetic,0,0,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.565550327301025
synthetic,0,0,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.069419860839844
synthetic,0,0,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.8316502571105957
synthetic,0,0,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.8305981159210205
synthetic,0,0,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.8305981159210205
synthetic,0,0,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.8305981159210205
synthetic,0,0,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.069419860839844
synthetic,0,0,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.4415016174316406
synthetic,0,0,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.1976497173309326
synthetic,0,0,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.526012897491455
synthetic,0,0,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.526012897491455
synthetic,0,0,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.526012897491455
synthetic,0,0,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.4415016174316406
synthetic,0,0,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.2023675441741943
synthetic,0,0,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.347489356994629
synthetic,0,0,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.1534836292266846
synthetic,0,0,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.1534836292266846
synthetic,0,0,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.1534836292266846
synthetic,0,0,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.2023675441741943
synthetic,0,1,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,0.0
synthetic,0,1,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.749029159545898
synthetic,0,1,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.473901271820068
synthetic,0,1,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.569357395172119
synthetic,0,1,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.569357395172119
synthetic,0,1,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.569357395172119
synthetic,0,1,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.749029159545898
synthetic,0,1,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.0421624183654785
synthetic,0,1,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.988566875457764
synthetic,0,1,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.741208553314209
synthetic,0,1,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.741208553314209
synthetic,0,1,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.741208553314209
synthetic,0,1,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.0421624183654785
synthetic,0,1,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.9170334339141846
synthetic,0,1,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.014555931091309
synthetic,0,1,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.6067585945129395
synthetic,0,1,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.6067585945129395
synthetic,0,1,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.6067585945129395
synthetic,0,1,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.9170334339141846
synthetic,0,1,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.336796998977661
synthetic,0,1,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.5132226943969727
synthetic,0,1,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.095806121826172
synthetic,0,1,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.095806121826172
synthetic,0,1,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.095806121826172
synthetic,0,1,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.336796998977661
synthetic,0,1,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,1.9805586338043213
synthetic,0,1,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,1.9305304288864136
synthetic,0,1,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.064279556274414
synthetic,0,1,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.064279556274414
synthetic,0,1,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,2.064279556274414
synthetic,0,1,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,1.9805586338043213
synthetic,1,0,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,0.0
synthetic,1,0,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.985809326171875
synthetic,1,0,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.649442672729492
synthetic,1,0,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,7.294074058532715
synthetic,1,0,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,7.294074058532715
synthetic,1,0,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,7.294074058532715
synthetic,1,0,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,6.985809326171875
synthetic,1,0,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.073042392730713
synthetic,1,0,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.6879072189331055
synthetic,1,0,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.12266206741333
synthetic,1,0,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.12266206741333
synthetic,1,0,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.12266206741333
synthetic,1,0,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,5.073042392730713
synthetic,1,0,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.838873863220215
synthetic,1,0,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.8240480422973633
synthetic,1,0,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.131155014038086
synthetic,1,0,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.131155014038086
synthetic,1,0,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,4.131155014038086
synthetic,1,0,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.838873863220215
synthetic,1,0,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.4373791217803955
synthetic,1,0,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.4401962757110596
synthetic,1,0,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.3910319805145264
synthetic,1,0,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.3910319805145264
synthetic,1,0,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_mae,3.3910319805145264
