dataset,trial,layer,mode,bit_setting,bits,logit_cosine_similarity,logit_mae,logit_mse,logit_spearman,logit_top1_match,logit_top5_match,logit_top5_overlap,hidden_cosine_similarity,hidden_mae,hidden_mse,memory_bits,memory_ratio_vs_exact,prefill_seconds,decode_seconds
synthetic_replay,0,0,protected_v,2.5,2.5,0.9776058197021484,4.3901238441467285,30.77776527404785,0.9714141488075256,1.0,1.0,0.7750000953674316,0.9567446112632751,0.21590416133403778,0.08276019990444183,73088.0,0.139404296875,0.0649256000033347,0.018898199996328913
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,0.9776058197021484,4.3901238441467285,30.77776527404785,0.9714141488075256,1.0,1.0,0.7750000953674316,0.9618121981620789,0.20440007746219635,0.07329925894737244,81280.0,0.155029296875,0.15279789999476634,0.005276900003082119
synthetic_replay,0,0,full_kv,2.5,2.5,0.9744390249252319,4.580500602722168,35.89558410644531,0.976670503616333,1.0,1.0,0.800000011920929,0.9586308598518372,0.22548016905784607,0.08084119856357574,43008.0,0.08203125,0.028050900000380352,0.012995700002647936
synthetic_replay,0,0,key_only_random,3,3.0,0.9852868318557739,3.5125813484191895,20.1205997467041,0.9817588329315186,1.0,1.0,0.8250000476837158,0.9999996423721313,0.0004962886450812221,9.434742196390289e-07,290816.0,0.5546875,0.006732900001225062,0.004266899995855056
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,0.9843403697013855,3.66512131690979,21.48090362548828,0.9813988208770752,1.0,1.0,0.824999988079071,0.9999998211860657,0.0002531963982619345,2.0609914486158232e-07,290816.0,0.5546875,0.009158999993815087,0.0021681000071112067
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,0.9825973510742188,3.8067853450775146,23.725709915161133,0.9776425957679749,1.0,1.0,0.8500000238418579,0.9999995231628418,0.0005656586145050824,1.3071862667857204e-06,290816.0,0.5546875,0.004583499990985729,0.0016815999988466501
synthetic_replay,0,0,protected_v,3,3.0,0.9825973510742188,3.8067853450775146,23.725709915161133,0.9776425957679749,1.0,1.0,0.8500000238418579,0.9871018528938293,0.11684268712997437,0.02502051740884781,86592.0,0.1651611328125,0.01224690000526607,0.0021389000030467287
synthetic_replay,0,0,protected_v_lowrank,3,3.0,0.9825973510742188,3.8067853450775146,23.725709915161133,0.9776425957679749,1.0,1.0,0.8500000238418579,0.9884980916976929,0.11337631195783615,0.02232448384165764,94784.0,0.1807861328125,0.02000249999400694,0.004501699993852526
synthetic_replay,0,0,full_kv,3,3.0,0.9852868318557739,3.5125813484191895,20.1205997467041,0.9817588329315186,1.0,1.0,0.8250000476837158,0.9842604994773865,0.1379285752773285,0.03051454946398735,55296.0,0.10546875,0.008039399996050633,0.0021329999872250482
synthetic_replay,0,0,key_only_random,3.5,3.5,0.9897123575210571,3.045903444290161,14.545999526977539,0.9874832034111023,1.0,1.0,0.8500000238418579,0.9999998211860657,0.0002841779205482453,2.7547284275897255e-07,292864.0,0.55859375,0.008461999997962266,0.003257500007748604
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,0.989556610584259,3.079110622406006,14.500348091125488,0.9850110411643982,1.0,1.0,0.8500000238418579,0.9999998807907104,0.00029781050398014486,3.29471504301182e-07,292864.0,0.55859375,0.06862020000698976,0.002216799999587238
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,0.9886865615844727,3.086848735809326,15.433115005493164,0.9852750301361084,1.0,1.0,0.7749999761581421,0.9999998211860657,0.00041695215622894466,5.460090051201405e-07,292864.0,0.55859375,0.005300200005876832,0.0018693000019993633
synthetic_replay,0,0,protected_v,3.5,3.5,0.9886865615844727,3.086848735809326,15.433115005493164,0.9852750301361084,1.0,1.0,0.7749999761581421,0.9870955944061279,0.11683507263660431,0.02503376081585884,88640.0,0.1690673828125,0.016333599996869452,0.0019331000075908378
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,0.9886865615844727,3.086848735809326,15.433115005493164,0.9852750301361084,1.0,1.0,0.7749999761581421,0.9884908199310303,0.11338592320680618,0.022339412942528725,96832.0,0.1846923828125,0.01304780000646133,0.002045500004896894
synthetic_replay,0,0,full_kv,3.5,3.5,0.9897123575210571,3.045903444290161,14.545999526977539,0.9874832034111023,1.0,1.0,0.8500000238418579,0.9890126585960388,0.11813674122095108,0.021682551130652428,59392.0,0.11328125,0.009570499998517334,0.00195569999050349
synthetic_replay,0,0,key_only_random,4,4.0,0.9960640072822571,1.8594787120819092,5.4457197189331055,0.9934355616569519,1.0,1.0,0.8750000596046448,1.0,0.00011826488480437547,5.3746354922168393e-08,299008.0,0.5703125,0.004275299987057224,0.0014287000085460022
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,0.9954398274421692,1.97017502784729,6.232458114624023,0.9936035871505737,1.0,1.0,0.8500000238418579,0.9999998807907104,0.0001721632870612666,7.10829510808253e-08,299008.0,0.5703125,0.005836299998918548,0.001897499998449348
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,0.9951032400131226,2.0654900074005127,6.697124004364014,0.9921035170555115,1.0,1.0,0.8250000476837158,0.9999998211860657,0.0002677610900718719,3.240138823912275e-07,299008.0,0.5703125,0.00808820000384003,0.0019049999973503873
synthetic_replay,0,0,protected_v,4,4.0,0.9951032400131226,2.0654900074005127,6.697124004364014,0.9921035170555115,1.0,1.0,0.8250000476837158,0.9958822131156921,0.06545895338058472,0.008023809641599655,102144.0,0.19482421875,0.0113402999995742,0.00155570000060834
synthetic_replay,0,0,protected_v_lowrank,4,4.0,0.9951032400131226,2.0654900074005127,6.697124004364014,0.9921035170555115,1.0,1.0,0.8250000476837158,0.9964955449104309,0.06141536682844162,0.006827910430729389,110336.0,0.21044921875,0.011391899999580346,0.005204400004004128
synthetic_replay,0,0,full_kv,4,4.0,0.9960640072822571,1.8594787120819092,5.4457197189331055,0.9934355616569519,1.0,1.0,0.8750000596046448,0.9956355094909668,0.07412928342819214,0.008510109968483448,71680.0,0.13671875,0.010005599993746728,0.0017325999942841008
synthetic_replay,1,0,exact,exact,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,524288.0,1.0,0.0,0.0
synthetic_replay,1,0,key_only_random,2,2.0,0.9495540261268616,6.921707630157471,71.41353607177734,0.9421682953834534,1.0,1.0,0.7000000476837158,0.9999996423721313,0.00046129844849929214,9.490769343756256e-07,282624.0,0.5390625,0.009411700011696666,0.0015719000075478107
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,0.9504697322845459,6.870081901550293,75.98677062988281,0.9466325640678406,1.0,1.0,0.5999999642372131,0.9999999403953552,0.00020397610205691308,1.1744523931156436e-07,282624.0,0.5390625,0.00702350000210572,0.0017255999991903082
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,0.9515963196754456,6.7751617431640625,71.81558990478516,0.9467645883560181,1.0,1.0,0.6000000238418579,0.9999998211860657,0.0003020835865754634,4.875404897575208e-07,282624.0,0.5390625,0.004244499999913387,0.0026019000069936737
synthetic_replay,1,0,protected_v,2,2.0,0.9515963196754456,6.7751617431640625,71.81558990478516,0.9467645883560181,1.0,1.0,0.6000000238418579,0.9546367526054382,0.2081359177827835,0.07669941335916519,71040.0,0.135498046875,0.02989079999679234,0.0034493999992264435
synthetic_replay,1,0,protected_v_lowrank,2,2.0,0.9515963196754456,6.7751617431640625,71.81558990478516,0.9467645883560181,1.0,1.0,0.6000000238418579,0.9597020745277405,0.1975225955247879,0.06811079382896423,79232.0,0.151123046875,0.02417389999027364,0.0017957999953068793
synthetic_replay,1,0,full_kv,2,2.0,0.9495540261268616,6.921707630157471,71.41353607177734,0.9421682953834534,1.0,1.0,0.7000000476837158,0.9335377216339111,0.2627040445804596,0.11037063598632812,38912.0,0.07421875,0.006939899991266429,0.001381299996864982
synthetic_replay,1,0,key_only_random,2.5,2.5,0.9704911708831787,5.057701587677002,40.6625862121582,0.962761640548706,1.0,1.0,0.7750000357627869,0.9999996423721313,0.0005227517685852945,9.72335328697227e-07,284672.0,0.54296875,0.006853999992017634,0.002317199992830865
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,0.975058376789093,4.699097156524658,35.94702911376953,0.9670578837394714,1.0,1.0,0.675000011920929,0.9999999403953552,0.00014242382894735783,5.947948977791384e-08,284672.0,0.54296875,0.008730400004424155,0.004111300004296936
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,0.9761373400688171,4.591561794281006,35.7547492980957,0.967837929725647,1.0,1.0,0.699999988079071,1.0,5.281595076667145e-05,5.592988738811755e-09,284672.0,0.54296875,0.009397400004672818,0.0025048999959835783
synthetic_replay,1,0,protected_v,2.5,2.5,0.9761373400688171,4.591561794281006,35.7547492980957,0.967837929725647,1.0,1.0,0.699999988079071,0.9546331763267517,0.20813313126564026,0.07671990990638733,73088.0,0.139404296875,0.01182179999887012,0.002702900004805997
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,0.9761373400688171,4.591561794281006,35.7547492980957,0.967837929725647,1.0,1.0,0.699999988079071,0.9597012400627136,0.19753536581993103,0.06812236458063126,81280.0,0.155029296875,0.034008600006927736,0.014102599991019815
synthetic_replay,1,0,full_kv,2.5,2.5,0.9704911708831787,5.057701587677002,40.6625862121582,0.962761640548706,1.0,1.0,0.7750000357627869,0.9564566016197205,0.2140842080116272,0.07380412518978119,43008.0,0.08203125,0.01351740000245627,0.004500700000789948
synthetic_replay,1,0,key_only_random,3,3.0,0.9821498394012451,4.008106231689453,25.311813354492188,0.9760704636573792,1.0,1.0,0.8000000715255737,1.0000001192092896,0.00010468465916346759,3.0363047187620396e-08,290816.0,0.5546875,0.005824499996379018,0.0013070999993942678
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,0.9829909205436707,3.8835108280181885,24.205322265625,0.9774145483970642,1.0,1.0,0.8250000476837158,1.0,0.0001348556688753888,4.057688229863743e-08,290816.0,0.5546875,0.005489899995154701,0.0015679999924032018
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,0.9816766977310181,3.9813928604125977,25.952482223510742,0.976130485534668,1.0,1.0,0.699999988079071,0.9999999403953552,0.00021674261370208114,1.8625061670718424e-07,290816.0,0.5546875,0.00877329999639187,0.0017392000008840114
synthetic_replay,1,0,protected_v,3,3.0,0.9816766977310181,3.9813928604125977,25.952482223510742,0.976130485534668,1.0,1.0,0.699999988079071,0.9882287383079529,0.10837295651435852,0.02010214887559414,86592.0,0.1651611328125,0.010578299988992512,0.0019696999952429906
synthetic_replay,1,0,protected_v_lowrank,3,3.0,0.9816766977310181,3.9813928604125977,25.952482223510742,0.976130485534668,1.0,1.0,0.699999988079071,0.9889371991157532,0.10613703727722168,0.01889842562377453,94784.0,0.1807861328125,0.019424199999775738,0.0032869999995455146
synthetic_replay,1,0,full_kv,3,3.0,0.9821498394012451,4.008106231689453,25.311813354492188,0.9760704636573792,1.0,1.0,0.8000000715255737,0.9813900589942932,0.14213034510612488,0.03178541362285614,55296.0,0.10546875,0.008815100009087473,0.0026101999974343926
synthetic_replay,1,0,key_only_random,3.5,3.5,0.989575207233429,3.0855867862701416,14.585485458374023,0.9840389490127563,1.0,1.0,0.8750000596046448,0.9999999403953552,0.00013572096941061318,4.937550102113164e-08,292864.0,0.55859375,0.013857500001904555,0.0027941000007558614
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,0.9862664341926575,3.436022996902466,19.00921630859375,0.9783506393432617,1.0,1.0,0.800000011920929,1.0000001192092896,0.00015566709043923765,5.951113024593724e-08,292864.0,0.55859375,0.006178600000566803,0.0020459999941522256
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,0.9875703454017639,3.284109354019165,17.60561180114746,0.9816388487815857,1.0,1.0,0.75,0.9999998807907104,0.00014909202582202852,9.079584373239413e-08,292864.0,0.55859375,0.016859000010299496,0.0044209000043338165
synthetic_replay,1,0,protected_v,3.5,3.5,0.9875703454017639,3.284109354019165,17.60561180114746,0.9816388487815857,1.0,1.0,0.75,0.988229513168335,0.108357734978199,0.020100658759474754,88640.0,0.1690673828125,0.04332409999915399,0.003021999989869073
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,0.9875703454017639,3.284109354019165,17.60561180114746,0.9816388487815857,1.0,1.0,0.75,0.9889380931854248,0.10613249242305756,0.018897008150815964,96832.0,0.1846923828125,0.02217079998808913,0.001995400001760572
synthetic_replay,1,0,full_kv,3.5,3.5,0.989575207233429,3.0855867862701416,14.585485458374023,0.9840389490127563,1.0,1.0,0.8750000596046448,0.9884170293807983,0.11233986914157867,0.0198449045419693,59392.0,0.11328125,0.012030500001856126,0.002138399999239482
synthetic_replay,1,0,key_only_random,4,4.0,0.995402991771698,1.9839187860488892,6.322727680206299,0.98948734998703,1.0,1.0,0.7749999761581421,1.0,6.968407251406461e-05,1.4250971958063019e-08,299008.0,0.5703125,0.006074599994462915,0.0027751000015996397
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,0.9946922063827515,2.0879104137420654,7.29179048538208,0.9886592626571655,1.0,1.0,0.925000011920929,1.0000001192092896,5.4492338676936924e-05,1.0117579662960452e-08,299008.0,0.5703125,0.0066156000102637336,0.0019525000097928569
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,0.9954593777656555,2.0476064682006836,6.367196559906006,0.9912874698638916,1.0,1.0,0.8500000238418579,1.0000001192092896,3.5620960261439905e-05,3.017782912451139e-09,299008.0,0.5703125,0.004860000000917353,0.003036099995370023
synthetic_replay,1,0,protected_v,4,4.0,0.9954593777656555,2.0476064682006836,6.367196559906006,0.9912874698638916,1.0,1.0,0.8500000238418579,0.9963411688804626,0.05926692858338356,0.006274614483118057,102144.0,0.19482421875,0.014127900009043515,0.001731000011204742
synthetic_replay,1,0,protected_v_lowrank,4,4.0,0.9954593777656555,2.0476064682006836,6.367196559906006,0.9912874698638916,1.0,1.0,0.8500000238418579,0.9965732097625732,0.05839933454990387,0.005876167677342892,110336.0,0.21044921875,0.010202200006460771,0.0014804000093135983
synthetic_replay,1,0,full_kv,4,4.0,0.995402991771698,1.9839187860488892,6.322727680206299,0.98948734998703,1.0,1.0,0.7749999761581421,0.9953699707984924,0.07169140875339508,0.007937557063996792,71680.0,0.13671875,0.006341899992548861,0.0015318000077968463
