dataset,mode,bit_setting,bits,metric,n,mean,std,sem,ci95_low,ci95_high,model_id,query_source
synthetic,full_kv,3.5,3.5,logit_cosine_similarity,4,0.9865526109933853,0.0011110683151897833,0.0005555341575948917,0.9847846533660886,0.9883205686206821,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,logit_mae,4,3.352737069129944,0.11560452163978542,0.05780226081989271,3.168784477746631,3.5366896605132565,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,logit_mse,4,18.065363883972168,1.571144056879305,0.7855720284396525,15.565323084530167,20.56540468341417,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,logit_spearman,4,0.9802467375993729,0.003125383856787747,0.0015626919283938734,0.9752735544455591,0.9852199207531867,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,logit_top5_overlap,4,0.8000000417232513,0.054006139376833094,0.027003069688416547,0.7140642223620316,0.8859358610844711,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,memory_bits,4,59392.0,0.0,0.0,59392.0,59392.0,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,memory_ratio_vs_exact,4,0.11328125,0.0,0.0,0.11328125,0.11328125,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,3.5,3.5,prefill_seconds,4,0.05037094999715919,0.08466209198342291,0.042331045991711454,-0.08434533091795762,0.185087230912276,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,decode_seconds,4,0.001212675004353514,0.0003853635599870103,0.00019268177999350516,0.0005994755855176952,0.0018258744231893327,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,hidden_cosine_similarity,4,0.9954909086227417,0.0003354688602603875,0.00016773443013019375,0.994957102805305,0.9960247144401784,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,hidden_mae,4,0.07615288533270359,0.0025643074595353785,0.0012821537297676893,0.07207249993259868,0.0802332707328085,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,hidden_mse,4,0.009275339776650071,0.0007288967143412724,0.0003644483571706362,0.008115502448905663,0.01043517710439448,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,logit_cosine_similarity,4,0.9948313981294632,0.0009808550067959517,0.0004904275033979759,0.9932706389332648,0.9963921573256616,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,logit_mae,4,2.077886015176773,0.2141265978490085,0.10706329892450425,1.7371628150829994,2.4186092152705467,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,logit_mse,4,6.92594051361084,1.4903519266336338,0.7451759633168169,4.554458022367008,9.297423004854672,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,logit_spearman,4,0.9903903752565384,0.002328301400115606,0.001164150700057803,0.986685528162346,0.9940952223507308,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,logit_top5_overlap,4,0.8875000327825546,0.043301246100298375,0.021650623050149188,0.8185980874495171,0.9564019781155921,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,memory_bits,4,71680.0,0.0,0.0,71680.0,71680.0,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,memory_ratio_vs_exact,4,0.13671875,0.0,0.0,0.13671875,0.13671875,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0,Qwen/Qwen3.5-9B,synthetic
synthetic,full_kv,4,4.0,prefill_seconds,4,0.005363075000786921,0.001790141993876349,0.0008950709969381745,0.0025145596136144227,0.00821159038795942,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,decode_seconds,4,0.001985274997423403,0.0010719501379536811,0.0005359750689768406,0.00027956311943387623,0.00369098687541293,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,hidden_cosine_similarity,4,0.9999988675117493,1.5527744040950078e-06,7.763872020475039e-07,0.9999963967011667,1.0000013383223318,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,hidden_mae,4,0.0005762692089774646,0.0002254708354373138,0.0001127354177186569,0.00021749479538410948,0.0009350436225708198,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,hidden_mse,4,2.4603677246659572e-06,3.642159483821346e-06,1.821079741910673e-06,-3.335120771604672e-06,8.255856220936587e-06,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,logit_cosine_similarity,4,0.9475697576999664,0.00349830196867924,0.00174915098433962,0.9420031786124714,0.9531363367874615,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,logit_mae,4,6.98761785030365,0.30392670573828384,0.15196335286914192,6.504002639426725,7.471233061180575,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,logit_mse,4,77.6701774597168,7.972955335996519,3.9864776679982596,64.98342633409972,90.35692858533388,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,logit_spearman,4,0.9426843225955963,0.0026609342560287483,0.0013304671280143742,0.9384501823997455,0.9469184627914471,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,logit_top5_overlap,4,0.6250000149011612,0.09354141980133844,0.04677070990066922,0.4761547419822803,0.7738452878200421,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,memory_bits,4,282624.0,0.0,0.0,282624.0,282624.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,memory_ratio_vs_exact,4,0.5390625,0.0,0.0,0.5390625,0.5390625,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2,2.0,prefill_seconds,4,0.005389325000578538,0.0029378424158267974,0.0014689212079133987,0.000714562129701661,0.010064087871455414,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,decode_seconds,4,0.0019237500018789433,0.0009467297264192545,0.00047336486320962725,0.00041729174190633734,0.0034302082618515493,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,hidden_cosine_similarity,4,0.9999995976686478,4.802398667840886e-07,2.401199333920443e-07,0.999998833499853,1.0000003618374427,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,hidden_mae,4,0.0003971656406065449,0.0002545707276197435,0.00012728536380987175,-7.913195166873999e-06,0.0008022444763799638,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,hidden_mse,4,9.750123304286262e-07,1.0671445497881009e-06,5.335722748940504e-07,-7.230527844097674e-07,2.6730774452670196e-06,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,logit_cosine_similarity,4,0.9737916886806488,0.001450250042685083,0.0007251250213425415,0.9714840172356085,0.9760993601256891,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,logit_mae,4,4.830949783325195,0.2230277451764176,0.1115138725882088,4.476062871518972,5.185836695131418,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,logit_mse,4,37.15848922729492,2.8016019751273182,1.4008009875636591,32.700515299985184,41.61646315460466,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,logit_spearman,4,0.9679909646511078,0.0032607906146001155,0.0016303953073000578,0.9628023191292389,0.9731796101729767,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,logit_top5_overlap,4,0.7312500327825546,0.07180705279581687,0.035903526397908433,0.6169889878508749,0.8455110777142344,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,memory_bits,4,284672.0,0.0,0.0,284672.0,284672.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,memory_ratio_vs_exact,4,0.54296875,0.0,0.0,0.54296875,0.54296875,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,2.5,2.5,prefill_seconds,4,0.005718475003959611,0.0018284284335555296,0.0009142142167777648,0.0028090373475373747,0.008627912660381848,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,decode_seconds,4,0.0014289499958977103,0.0002198028444735287,0.00010990142223676435,0.0010791946207548949,0.0017787053710405258,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,hidden_cosine_similarity,4,0.9999998211860657,1.1920928955078125e-07,5.960464477539063e-08,0.9999996314974842,1.0000000108746472,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,hidden_mae,4,0.0002700173936318606,9.576816365994329e-05,4.788408182997164e-05,0.00011762887433016463,0.0004224059129335566,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,hidden_mse,4,2.68293325333957e-07,1.6383639602428e-07,8.191819801214e-08,7.593058734722896e-09,5.289935919331911e-07,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,logit_cosine_similarity,4,0.9830729067325592,0.0024472695637042714,0.0012236347818521357,0.9791787547420372,0.9869670587230812,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,logit_mae,4,3.8088696599006653,0.234751817187107,0.1173759085935535,3.435327133267793,4.182412186533538,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,logit_mse,4,23.44498634338379,3.4018070350735083,1.7009035175367542,18.031952228354882,28.858020458412696,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,logit_spearman,4,0.9747743755578995,0.0053913153935565405,0.0026956576967782702,0.9661955896804779,0.983353161435321,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,logit_top5_overlap,4,0.8062500059604645,0.02393569637042827,0.011967848185214135,0.7681629717212334,0.8443370401996956,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,memory_bits,4,290816.0,0.0,0.0,290816.0,290816.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,memory_ratio_vs_exact,4,0.5546875,0.0,0.0,0.5546875,0.5546875,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3,3.0,prefill_seconds,4,0.00589810000747093,0.003605712536321607,0.0018028562681608035,0.0001606067379050077,0.011635593277036851,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,decode_seconds,4,0.0025268000026699156,0.0013041811488859489,0.0006520905744429744,0.00045155676332354075,0.004602043242016291,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,hidden_cosine_similarity,4,0.9999997913837433,1.7881393432617188e-07,8.940696716308594e-08,0.999999506850871,1.0000000759166157,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,hidden_mae,4,0.0002958212935482152,5.3082777684703314e-05,2.6541388842351657e-05,0.0002113547486897749,0.00038028783840665545,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,hidden_mse,4,3.422937524533154e-07,1.6763644796336087e-07,8.381822398168043e-08,7.554675522737423e-08,6.090407496792566e-07,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,logit_cosine_similarity,4,0.9874147474765778,0.0010717866337204836,0.0005358933168602418,0.9857092957703096,0.9891201991828459,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,logit_mae,4,3.3044543862342834,0.19149915797459377,0.09574957898729688,2.9997364923536898,3.609172280114877,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,logit_mse,4,17.042141675949097,1.3961580231497632,0.6980790115748816,14.820542704766511,19.26374064713168,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,logit_spearman,4,0.9809367805719376,0.0025498651597044694,0.0012749325798522347,0.976879376093701,0.9849941850501741,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,logit_top5_overlap,4,0.8625000268220901,0.04330128051305608,0.02165064025652804,0.7935980267306758,0.9314020269135045,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,memory_bits,4,292864.0,0.0,0.0,292864.0,292864.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,memory_ratio_vs_exact,4,0.55859375,0.0,0.0,0.55859375,0.55859375,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,3.5,3.5,prefill_seconds,4,0.007221875002869638,0.002982417908492332,0.001491208954246166,0.002476182576022945,0.01196756742971633,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,4,4.0,decode_seconds,4,0.006548200002725935,0.011063031407313389,0.005531515703656694,-0.01105555171099512,0.02415195171644699,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,4,4.0,hidden_cosine_similarity,4,0.9999999105930328,1.500017332091083e-07,7.500086660455415e-08,0.9999996719068021,1.0000001492792636,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,4,4.0,hidden_mae,4,0.00015480255751754157,8.345553542067597e-05,4.1727767710337984e-05,2.200617734003966e-05,0.0002875989376950435,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,4,4.0,hidden_mse,4,9.366998510174085e-08,7.777750279888927e-08,3.888875139944463e-08,-3.009137810651833e-08,2.1743134831000003e-07,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,4,4.0,logit_cosine_similarity,4,0.994499072432518,0.0002262614056243179,0.00011313070281215894,0.9941390400453393,0.9948591048196967,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,4,4.0,logit_mae,4,2.150543749332428,0.06881622744121547,0.03440811372060774,2.0410417749504983,2.2600457237143576,Qwen/Qwen3.5-9B,synthetic
synthetic,key_only_block_so8_learned,4,4.0,logit_mse,4,7.510853171348572,0.3203484624806411,0.16017423124032054,7.001107280936155,8.020599061760988,Qwen/Qwen3.5-9B,synthetic
