dataset,trial,layer,mode,bit_setting,bits,logit_cosine_similarity,logit_mae,logit_mse,next_logit_kl,logit_spearman,logit_top1_match,logit_top5_match,logit_top5_overlap,hidden_cosine_similarity,hidden_mae,hidden_mse,attention_output_relative_error,memory_bits,memory_ratio_vs_exact,prefill_seconds,decode_seconds,peak_vram_mb,key_mode,value_mode,value_rotation_policy,rotation_seed,qjl_seed,protected_fraction,secondary_fraction,high_bits,low_bits,low_rank_rank,memory_ratio_approx
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.98982173204422,0.084749236702919,0.015129836276173592,0.14305399358272552,11072.0,0.337890625,0.0070398000098066404,0.0005856999923707917,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.2,4,2,4,0.171484375
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9958092570304871,0.056558508425951004,0.006191567052155733,0.09151308238506317,13120.0,0.400390625,0.010063299996545538,0.0006804999866290018,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.2,4,2,8,0.171484375
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9673284292221069,0.16512049734592438,0.049017347395420074,0.2574884593486786,8768.0,0.267578125,0.0072730000101728365,0.0007470999989891425,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.0,4,2,0,0.187890625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9753296375274658,0.14074252545833588,0.036317043006420135,0.2216349095106125,9792.0,0.298828125,0.004449700005352497,0.0004327000060584396,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.0,4,2,2,0.187890625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9827799797058105,0.11817367374897003,0.025831714272499084,0.1869216114282608,10816.0,0.330078125,0.0037730000040028244,0.0005068000027677044,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.0,4,2,4,0.187890625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9911803603172302,0.07698372006416321,0.0136899184435606,0.13607656955718994,12864.0,0.392578125,0.0027836000081151724,0.00045589999353978783,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.0,4,2,8,0.187890625
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9785208106040955,0.12369404733181,0.032369717955589294,0.20924367010593414,9024.0,0.275390625,0.003978100008680485,0.0007424999930663034,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.1,4,2,0,0.191015625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.984558641910553,0.10203114151954651,0.022866055369377136,0.17586462199687958,10048.0,0.306640625,0.004103400002350099,0.0007067999977152795,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.1,4,2,2,0.191015625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.98982173204422,0.084749236702919,0.015129836276173592,0.14305399358272552,11072.0,0.337890625,0.002843499998562038,0.00039820000529289246,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.1,4,2,4,0.191015625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9958092570304871,0.056558508425951004,0.006191567052155733,0.09151308238506317,13120.0,0.400390625,0.003955299995141104,0.0006732000038027763,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.1,4,2,8,0.191015625
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9785208106040955,0.12369404733181,0.032369717955589294,0.20924367010593414,9024.0,0.275390625,0.00275580000015907,0.0005608999927062541,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.2,4,2,0,0.194140625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.984558641910553,0.10203114151954651,0.022866055369377136,0.17586462199687958,10048.0,0.306640625,0.0033324999967589974,0.0007436000014422461,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.2,4,2,2,0.194140625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.98982173204422,0.084749236702919,0.015129836276173592,0.14305399358272552,11072.0,0.337890625,0.004707100000814535,0.0005223000043770298,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.2,4,2,4,0.194140625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9958092570304871,0.056558508425951004,0.006191567052155733,0.09151308238506317,13120.0,0.400390625,0.0037466000067070127,0.0006185999955050647,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.2,4,2,8,0.194140625
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9673284292221069,0.16512049734592438,0.049017347395420074,0.2574884593486786,8768.0,0.267578125,0.004458600000361912,0.0005802000086987391,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.0,4,2,0,0.233203125
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9753296375274658,0.14074252545833588,0.036317043006420135,0.2216349095106125,9792.0,0.298828125,0.003961599999456666,0.0007476000027963892,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.0,4,2,2,0.233203125
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9827799797058105,0.11817367374897003,0.025831714272499084,0.1869216114282608,10816.0,0.330078125,0.00368769999477081,0.0006182000070111826,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.0,4,2,4,0.233203125
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9911803603172302,0.07698372006416321,0.0136899184435606,0.13607656955718994,12864.0,0.392578125,0.003305599995655939,0.0005913000059081241,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.0,4,2,8,0.233203125
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9785208106040955,0.12369404733181,0.032369717955589294,0.20924367010593414,9024.0,0.275390625,0.003135199993266724,0.0005659000016748905,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.1,4,2,0,0.236328125
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.984558641910553,0.10203114151954651,0.022866055369377136,0.17586462199687958,10048.0,0.306640625,0.0037883999902987853,0.0005985999887343496,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.1,4,2,2,0.236328125
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.98982173204422,0.084749236702919,0.015129836276173592,0.14305399358272552,11072.0,0.337890625,0.00485589999880176,0.0005432000034488738,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.1,4,2,4,0.236328125
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9958092570304871,0.056558508425951004,0.006191567052155733,0.09151308238506317,13120.0,0.400390625,0.008118700003251433,0.0006170000124257058,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.1,4,2,8,0.236328125
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9785208106040955,0.12369404733181,0.032369717955589294,0.20924367010593414,9024.0,0.275390625,0.006819999995059334,0.0007069999992381781,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.2,4,2,0,0.23945312500000002
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.984558641910553,0.10203114151954651,0.022866055369377136,0.17586462199687958,10048.0,0.306640625,0.00427520000084769,0.0006128999957581982,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.2,4,2,2,0.23945312500000002
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.98982173204422,0.084749236702919,0.015129836276173592,0.14305399358272552,11072.0,0.337890625,0.004723699996247888,0.0006857999978819862,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.2,4,2,4,0.23945312500000002
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9958092570304871,0.056558508425951004,0.006191567052155733,0.09151308238506317,13120.0,0.400390625,0.004357199999503791,0.0005960999988019466,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.2,0.2,4,2,8,0.23945312500000002
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9797330498695374,0.10961371660232544,0.030781302601099014,0.20404520630836487,12864.0,0.392578125,0.0031235000060405582,0.0006468000065069646,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.0,4,2,0,0.278515625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9858437180519104,0.08688823878765106,0.021046381443738937,0.16872195899486542,13888.0,0.423828125,0.0033697000035317615,0.0005596999981207773,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.0,4,2,2,0.278515625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.990828812122345,0.07114871591329575,0.013734179548919201,0.1362963616847992,14912.0,0.455078125,0.0034174999891547486,0.0006377999961841851,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.0,4,2,4,0.278515625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9967252612113953,0.04461193457245827,0.004899785853922367,0.08140881359577179,16960.0,0.517578125,0.004203200005576946,0.0005939999973634258,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.0,4,2,8,0.278515625
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9897246360778809,0.07412648946046829,0.01526801846921444,0.14370577037334442,13120.0,0.400390625,0.004147600004216656,0.0005689999961759895,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.1,4,2,0,0.281640625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9932208061218262,0.05839082598686218,0.009990032762289047,0.11624287813901901,14144.0,0.431640625,0.005080699993413873,0.0007517000049119815,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.1,4,2,2,0.281640625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9956907629966736,0.047349944710731506,0.006390166934579611,0.09296917915344238,15168.0,0.462890625,0.0045187999930931255,0.0005383000097936019,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.1,4,2,4,0.281640625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.999103307723999,0.023192351683974266,0.0013704559532925487,0.04305419325828552,17216.0,0.525390625,0.003341800009366125,0.0006420999998226762,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.1,4,2,8,0.281640625
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9897246360778809,0.07412648946046829,0.01526801846921444,0.14370577037334442,13120.0,0.400390625,0.0048863999982131645,0.0008430000016232952,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.2,4,2,0,0.28476562499999997
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9932208061218262,0.05839082598686218,0.009990032762289047,0.11624287813901901,14144.0,0.431640625,0.004835800005821511,0.000767299992730841,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.2,4,2,2,0.28476562499999997
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9956907629966736,0.047349944710731506,0.006390166934579611,0.09296917915344238,15168.0,0.462890625,0.00544120000267867,0.0007222999993246049,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.2,4,2,4,0.28476562499999997
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.999103307723999,0.023192351683974266,0.0013704559532925487,0.04305419325828552,17216.0,0.525390625,0.004370700000436045,0.0007385999924736097,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.3,0.2,4,2,8,0.28476562499999997
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9673284292221069,0.16512049734592438,0.049017347395420074,0.2574884593486786,8768.0,0.267578125,0.004149800006416626,0.0007228000031318516,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.0,8,2,0,0.165234375
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9753296375274658,0.14074252545833588,0.036317043006420135,0.2216349095106125,9792.0,0.298828125,0.003615399997215718,0.0005398999928729609,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.0,8,2,2,0.165234375
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9827799797058105,0.11817367374897003,0.025831714272499084,0.1869216114282608,10816.0,0.330078125,0.0036659000033978373,0.0005447000003186986,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.0,8,2,4,0.165234375
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9911803603172302,0.07698372006416321,0.0136899184435606,0.13607656955718994,12864.0,0.392578125,0.003340099996421486,0.0006410000059986487,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.0,8,2,8,0.165234375
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9797412157058716,0.11038212478160858,0.030811700969934464,0.20414593815803528,9536.0,0.291015625,0.0055921000021044165,0.000778000001446344,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.1,8,2,0,0.17460937499999998
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.985834002494812,0.08771269023418427,0.021083097904920578,0.16886906325817108,10560.0,0.322265625,0.0043984999938402325,0.0006663999956799671,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.1,8,2,2,0.17460937499999998
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9908214807510376,0.07189378887414932,0.013769182376563549,0.13646993041038513,11584.0,0.353515625,0.004178700008196756,0.0006451999943237752,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.1,8,2,4,0.17460937499999998
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9967156648635864,0.045242659747600555,0.004918033257126808,0.08156026154756546,13632.0,0.416015625,0.00480039999820292,0.0004091000009793788,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.1,8,2,8,0.17460937499999998
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9797412157058716,0.11038212478160858,0.030811700969934464,0.20414593815803528,9536.0,0.291015625,0.004049099996336736,0.0005489000031957403,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.2,8,2,0,0.18398437499999998
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.985834002494812,0.08771269023418427,0.021083097904920578,0.16886906325817108,10560.0,0.322265625,0.004058799997437745,0.0005708000098820776,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.2,8,2,2,0.18398437499999998
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9908214807510376,0.07189378887414932,0.013769182376563549,0.13646993041038513,11584.0,0.353515625,0.00376029999461025,0.0005986999894957989,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.2,8,2,4,0.18398437499999998
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9967156648635864,0.045242659747600555,0.004918033257126808,0.08156026154756546,13632.0,0.416015625,0.004556400002911687,0.0007862000056775287,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.05,0.2,8,2,8,0.18398437499999998
research_synthetic,0,0,protected_v_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9673284292221069,0.16512049734592438,0.049017347395420074,0.2574884593486786,8768.0,0.267578125,0.003152099990984425,0.0005365999968489632,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.0,8,2,0,0.187890625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9753296375274658,0.14074252545833588,0.036317043006420135,0.2216349095106125,9792.0,0.298828125,0.0043526000081328675,0.0010278999980073422,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.0,8,2,2,0.187890625
research_synthetic,0,0,protected_v_lowrank_grid,2,2.0,0.9890609383583069,1.189785361289978,2.129945993423462,-1.9272885509735715e-08,0.9901209473609924,1.0,1.0,0.949999988079071,0.9827799797058105,0.11817367374897003,0.025831714272499084,0.1869216114282608,10816.0,0.330078125,0.004114600000320934,0.0006205000099726021,0.0,key_only_block_so8_learned,protected,block_so8_learned,20271,20313,0.1,0.0,8,2,4,0.187890625
